society,price,price_per_sq.ft,bedRoom,bathroom,balcony,floorNum,facing,type,sector,Super_build_area,build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score
Emaar Gurgaon Greens,1.35,8181,3,3,3,5.0,North-West,flat,sector 102,1650.0,,1022.0,0,0,1,0,0,relatively new,95,1,42
Landmark The Residency,0.9,6666,2,2,2,1.0,South-West,flat,sector 103,1350.0,,,1,0,0,0,0,relatively new,27,1,22
M3M Capital,2.37,11500,4,4,3+,20.0,East,flat,sector 113,,2060.0,1600.0,0,1,0,0,0,New Property,128,1,51
Emaar Imperial Gardens,1.98,9900,3,3,3+,9.0,North,flat,sector 102,,,2000.0,0,0,1,0,0,relatively new,65,2,41
DLF Belvedere Towers,3.7,17619,4,4,3,18.0,North-West,flat,sector 25,,,2100.0,0,0,1,0,0,,16,2,45
m3m crown,4.67,17000,4,4,3+,8.0,,flat,sector 111,,,2750.0,1,0,0,0,0,New Property,71,1,61
Godrej 101,1.29,8206,2,2,3,4.0,,flat,sector 79,1572.0,,,1,0,0,0,0,New Property,0,1,16
Bestech Park View Residency,1.4,7865,3,3,3+,6.0,North,flat,sector 3,1780.0,,,1,0,0,0,0,,92,0,51
DLF Carlton Estate,2.0,14214,3,3,2,5.0,South-West,flat,sector 53,1407.0,,,1,0,0,0,0,old property,64,1,35
Railway Officers RPF Society,1.25,6921,4,3,3,1.0,South-West,flat,sector 9a,,,1806.0,0,0,1,0,0,,24,1,27
Godrej Air,1.05,10603,2,2,1,15.0,East,flat,sector 85,,97.0,990.196,1,0,0,0,0,relatively new,51,1,41
Maruti Vihar,1.0,9090,1,1,1,1.0,North,flat,sector 28,1100.0,,,0,1,0,1,0,,64,2,37
Shapoorji Pallonji Joyville Gurugram,2.12,16960,3,3,3,9.0,,flat,sector 102,,1852.0,1250.0,1,0,0,0,0,relatively new,62,1,34
The Close North,3.0,11516,3,3,3+,14.0,North,flat,sector 50,2605.0,,,0,0,1,0,0,,92,2,42
Emaar Gurgaon Greens,1.35,8181,3,3,3,5.0,North-West,flat,sector 102,1650.0,,1022.0,0,0,1,0,0,relatively new,95,1,42
Landmark The Residency,0.9,6666,2,2,2,1.0,South-West,flat,sector 103,1350.0,,,1,0,0,0,0,relatively new,27,1,22
Emaar Imperial Gardens,1.98,9900,3,3,3+,9.0,North,flat,sector 102,,,2000.0,0,0,1,0,0,relatively new,65,2,41
DLF Belvedere Towers,3.7,17619,4,4,3,18.0,North-West,flat,sector 25,,,2100.0,0,0,1,0,0,,16,2,45
Godrej 101,1.29,8206,2,2,3,4.0,,flat,sector 79,1572.0,,,1,0,0,0,0,New Property,0,1,16
Tulip Monsella,5.6,19363,3,3,3+,1.0,,flat,sector 53,2892.0,,,1,0,0,0,0,,25,1,37
AIPL Club Residences,1.27,9777,2,2,3+,24.0,North-West,flat,sector 70a,,,1304.0,0,0,0,0,1,relatively new,95,2,42
Experion The Heartsong,1.36,6542,3,2,3+,2.0,,flat,sector 108,1758.0,,986.0,0,1,1,0,0,relatively new,74,2,42
Emaar Palm Gardens,1.8,9473,3,3,3+,9.0,South,flat,sector 83,1900.0,,,1,0,0,0,0,relatively new,0,1,41
Mahindra Luminare,5.5,18181,3,3,1,26.0,,flat,sector 59,3025.0,,,0,0,1,0,0,,33,1,58
Raheja Navodaya,0.85,4271,3,3,3,2.0,North-West,flat,sector 92,1990.0,,,1,0,0,0,0,relatively new,86,1,27
Godrej Nature Plus,1.07,7725,2,2,2,14.0,North-East,flat,sector-33 sohna,1385.0,,,1,0,0,0,0,,63,1,41
Godrej Nature Plus,1.27,9182,2,2,3+,9.0,West,flat,sector-33 sohna,1383.0,,,1,0,0,0,0,,45,1,0
Emaar MGF The Palm Drive,3.45,15681,3,4,3,6.0,East,flat,sector 66,2200.0,,1800.0,0,0,1,0,0,relatively new,85,2,43
Bestech Park View Residency,1.18,7539,2,2,3,5.0,East,flat,sector 3,1565.0,,,0,1,0,0,0,,77,1,51
Bestech Park View Residency,1.55,8072,3,4,3+,4.0,East,flat,sector 3,1920.0,,,0,0,1,0,0,,78,1,51
AFNHB Jalvayu Vihar,1.3,10000,3,3,2,2.0,North-East,flat,sector 30,1500.0,,1300.0,1,0,0,0,0,,10,1,47
DLF Regency Park 2,2.25,14516,3,3,2,16.0,West,flat,sector 28,1777.0,,1550.0,0,0,1,0,0,,78,1,37
Ambience Creacions,4.8,19200,4,6,3+,10.0,North-East,flat,sector 22,,,2500.0,0,0,1,1,0,New Property,28,0,49
Adani M2K Oyster Grande,2.6,10007,3,3,3,2.0,North-East,flat,sector 102,2598.0,,,0,1,1,0,0,relatively new,101,1,42
DLF Belvedere Towers,3.4,13765,4,4,3,1.0,South-East,flat,sector 25,,,2470.0,0,0,1,0,0,,16,1,45
Sobha City,2.9,14478,3,4,2,8.0,East,flat,sector 108,2003.0,,,1,0,0,0,0,New Property,95,1,33
Raheja Vedaanta,0.7,4651,2,2,2,12.0,South,flat,sector 108,1505.0,,,1,0,0,0,0,old property,68,1,0
Suncity Vatsal Valley,1.28,9552,3,3,3,1.0,North,flat,sector 2,,,1340.0,1,0,0,0,0,relatively new,42,2,51
DLF City Plots Phase 3,6.5,18571,4,5,3+,3.0,North-East,flat,sector 24,,,3500.0,0,0,1,0,0,New Property,24,0,37
Unitech Heritage City,3.63,14500,3,3,1,11.0,,flat,sector 25,,,2500.0,0,0,1,0,0,,52,1,45
Bestech Altura,1.85,8604,3,3,3,7.0,,flat,sector 79,2150.0,,1350.0,0,0,1,0,0,New Property,54,1,34
Orris Aster Court Premier,1.38,6509,3,4,2,6.0,North-East,flat,sector 85,2120.0,,,0,0,1,0,0,relatively new,46,1,44
Paras Quartier,5.9,11028,4,4,3+,19.0,East,flat,gwal pahari,5350.0,,,0,1,1,1,0,New Property,138,2,52
Samadhan Shri Kamal CGHS,2.01,11426,4,4,3+,10.0,,flat,sector 1,,,1760.0,1,0,0,0,0,old property,0,0,61
Navjyoti Apartment,2.1,11938,4,4,3+,10.0,North,flat,sector 38,,,1759.0,1,0,0,0,0,,15,0,46
Ambience Lagoon,4.25,13281,3,4,3+,3.0,East,flat,sector 24,3200.0,,3156.0,0,0,1,0,0,,109,2,37
Friends Apartment,2.0,8510,4,3,3,5.0,North,flat,sector 52,2350.0,,1850.0,0,0,1,0,0,old property,71,0,32
The Close South,3.25,12810,3,4,3+,4.0,South-East,flat,sector 50,,,2537.0,0,0,1,0,0,,115,2,31
Hero Homes,1.6,7825,3,3,3,1.0,,flat,dwarka expressway,1689.0,,,1,0,0,0,0,New Property,28,1,34
Bestech Park View Residency,1.5,7825,3,4,3+,10.0,North-East,flat,sector 3,1920.0,,,0,0,1,0,0,old property,82,1,51
Sobha City,3.75,14938,3,3,2,16.0,North-East,flat,sector 108,2343.0,,,0,0,1,0,0,New Property,74,1,33
Bestech Park View Residency,0.95,6709,2,2,3,10.0,North-East,flat,sector 3,,,1416.0,1,0,0,0,0,,80,2,51
CGHS Rail Vihar,1.4,10769,4,3,3,3.0,East,flat,sector 15,,,1300.0,1,0,0,0,0,,54,2,32
Emaar Gurgaon Greens,1.35,8181,3,3,3,9.0,North-East,flat,sector 102,1650.0,,1022.0,0,0,1,0,0,relatively new,76,1,42
Shapoorji Pallonji Joyville Gurugram,1.4,10378,2,2,2,11.0,North-East,flat,sector 102,1349.0,,1000.0,1,0,0,0,0,New Property,28,2,34
DLF Regency Park 2,2.26,13696,3,3,2,19.0,East,flat,sector 28,1777.0,,1650.0,0,0,1,0,0,,129,1,33
Eldeco Accolade,1.2,8043,2,2,2,0.0,North,flat,sector-33 sohna,,1492.0,900.0,0,1,0,0,0,New Property,51,1,18
SS The Leaf,1.75,7267,3,4,3,8.0,North,flat,sector 85,2408.0,,,0,0,1,0,0,relatively new,28,1,42
Ireo Victory Valley,2.87,11903,3,3,3+,16.0,North-West,flat,sector 67,2411.0,,1808.0,0,0,1,0,0,relatively new,144,2,42
DLF Regency Park 2,2.35,13224,3,3,2,18.0,North-East,flat,sector 28,1777.0,,,0,0,1,0,0,,81,1,37
lagoon apartment,3.0,12000,3,4,3,2.0,,flat,sector 24,,,2500.0,1,0,0,0,0,old property,2,1,37
lagoon apartment,6.0,13636,4,6,3+,7.0,,flat,sector 24,,,4400.0,1,0,0,0,0,old property,0,1,37
Indiabulls Centrum Park,1.9,5681,3,4,3+,10.0,North-East,flat,sector 103,,,3344.0,0,1,1,1,1,relatively new,28,2,50
Sbr minda sec 1 imt manesar,0.65,4259,3,2,3+,6.0,South,flat,manesar,,,1526.0,1,0,0,0,0,old property,1,1,14
M3M Capital,2.57,15575,4,5,3+,25.0,East,flat,sector 113,,2060.0,1650.0,0,1,0,0,0,New Property,72,2,51
Emaar MGF The Palm Drive,3.2,17777,3,3,3,12.0,South-West,flat,sector 66,2200.0,,1800.0,0,1,1,1,0,relatively new,102,2,43
AFNHB Jalvayu Vihar,0.69,7272,2,2,1,3.0,North-East,flat,sector 30,990.0,,,1,0,0,0,0,,49,1,29
Experion Windchants,3.75,13383,3,3,2,21.0,West,flat,sector 112,2802.0,,,0,0,1,0,0,relatively new,128,2,40
Sobha City,3.35,13266,3,4,2,19.0,,flat,sector 108,2072.0,,,1,0,0,0,0,New Property,82,1,33
Unitech Uniworld Gardens,2.4,11505,3,3,3+,10.0,,flat,sector 47,2086.0,,,0,0,1,0,0,old property,99,2,38
Elan The Presidential,6.3,15384,5,6,3+,10.0,North-East,flat,sector 106,4095.0,,3500.0,1,0,0,0,0,,63,2,16
Raheja Atharva,2.2,9490,3,3,2,7.0,North,flat,sector 109,,,2318.0,0,0,1,0,0,old property,87,2,18
Central Park Resorts,11.25,28266,4,5,3+,2.0,North-West,flat,sector 48,,,3980.0,0,0,1,1,0,relatively new,51,1,44
Bestech Park View Residency,1.51,7869,3,4,3+,7.0,South-West,flat,sector 3,1920.0,,,0,0,1,0,0,old property,84,2,51
Emaar MGF The Palm Drive,4.6,18400,3,3,3,11.0,North,flat,sector 66,3300.0,,2500.0,0,1,1,1,0,relatively new,109,2,43
Emaar MGF Emerald Floors Premier,3.5,17721,4,4,3,4.0,East,flat,sector 65,1975.0,,,0,0,1,0,0,relatively new,95,1,16
Mapsko Royale Ville,0.99,5530,3,4,2,14.0,South-West,flat,sector 82,1790.0,,,0,0,1,0,0,New Property,77,1,33
Emaar MGF Emerald Floors Premier,2.65,16060,3,3,3,5.0,North,flat,sector 65,,,1650.0,0,1,1,0,0,relatively new,24,1,16
Unitech Greenwood City,2.4,12346,3,3,2,1.0,North-West,flat,sector 45,1944.0,,,0,0,1,0,0,New Property,10,2,37
ATS Tourmaline,1.65,7674,3,3,3+,16.0,North-East,flat,sector 109,2150.0,,,0,0,1,0,0,relatively new,28,2,44
Railway Officers RPF Society,1.25,6921,4,3,3,1.0,,flat,sector 9a,,,1806.0,0,0,1,0,0,,25,1,34
TARC Maceo,1.75,11121,4,3,3+,8.0,South,flat,sector 91,2724.0,,1573.0,0,1,1,1,0,relatively new,104,1,25
Emaar MGF Emerald Floors Premier,2.35,14242,3,3,2,4.0,East,flat,sector 65,,1650.0,,0,1,1,0,0,relatively new,135,1,16
Pioneer Urban Presidia,7.15,16486,4,5,3+,7.0,East,flat,sector 62,4337.0,,,0,1,1,0,0,relatively new,126,2,42
Emaar MGF Palm Hills,1.64,8410,4,3,3,9.0,South,flat,sector 77,1950.0,,,0,0,1,0,0,relatively new,84,1,42
Emaar MGF Emerald Floors Premier,2.8,16969,3,3,2,3.0,East,flat,sector 65,1650.0,,,0,0,1,0,0,relatively new,86,1,16
DLF Regal Gardens,1.76,7945,4,4,3+,8.0,North,flat,sector 90,2215.0,,1670.0,1,0,0,0,0,relatively new,119,2,24
Paras Dews,1.0,7220,2,2,3+,2.0,North-East,flat,sector 106,1385.0,,845.0,1,0,0,0,0,New Property,15,2,52
Pioneer Park,3.6,12627,4,4,3,3.0,North,flat,sector 61,2851.0,,,0,0,1,0,0,old property,98,2,43
SS The Leaf,1.78,7392,3,4,3+,6.0,West,flat,sector 85,2408.0,,,0,0,0,0,0,New Property,101,1,42
CHD Avenue 71,0.98,6049,3,3,3,0.0,South-East,flat,sector 71,1620.0,,,0,1,0,0,0,old property,60,1,30
Bestech Park View Ananda,1.35,7541,3,3,3+,10.0,North-East,flat,sector 81,1790.0,,1130.0,0,0,0,0,0,old property,78,2,52
Tulip Purple,1.8,9000,4,5,3+,4.0,North-East,flat,sector 69,2400.0,,2000.0,0,0,1,0,0,relatively new,133,1,59
Indiabulls Centrum Park,1.35,7541,3,3,3+,3.0,North-East,flat,sector 103,1790.0,,,0,1,0,0,0,relatively new,135,2,50
SBTL Caladium,1.7,6679,3,3,3+,9.0,North-East,flat,sector 109,2545.0,,,0,0,1,0,0,relatively new,127,1,16
Vatika The Seven Lamps,1.6,6597,4,5,3+,8.0,South-West,flat,sector 82,2425.0,,,0,0,1,0,0,relatively new,117,1,42
Emaar Gurgaon Greens,1.4,13690,3,3,3,7.0,East,flat,sector 102,1650.0,,1022.0,0,0,1,0,0,relatively new,67,1,42
Bestech Park View Residency,1.26,8051,2,2,3,7.0,South-East,flat,sector 3,1565.0,,,0,1,0,0,0,old property,84,1,51
Pareena Coban Residences,1.45,7260,3,5,3,11.0,,flat,sector 99a,1997.0,,,0,0,1,0,1,relatively new,28,2,55
Emaar MGF The Palm Drive,2.99,14950,3,3,3,7.0,East,flat,sector 66,2000.0,,1500.0,0,0,1,0,0,relatively new,28,2,43
Conscient Heritage Max,1.9,9783,3,4,3+,20.0,North-East,flat,sector 102,1942.0,,,0,0,1,0,0,relatively new,133,1,50
Emaar MGF Emerald Estate,1.75,12544,3,3,3,10.0,North-East,flat,sector 65,1395.0,,809.0,0,0,1,0,0,relatively new,99,2,44
DLF Regal Gardens,1.3,7150,3,3,3+,7.0,South,flat,sector 90,1818.0,,1400.0,1,0,0,0,0,relatively new,120,1,24
Ireo Victory Valley,2.95,12235,3,3,3,10.0,North-West,flat,sector 67,2411.0,,1906.0,0,0,1,0,0,relatively new,144,2,42
M3M Merlin,3.4,14418,3,4,3,16.0,North-West,flat,sector 67,2358.0,,1708.0,0,0,1,0,0,relatively new,144,2,42
M3M Merlin,3.32,14079,3,4,3,8.0,North-West,flat,sector 67,2358.0,,1709.0,0,0,1,0,0,New Property,144,2,42
Bestech Park View Residency,0.95,6713,2,2,3,1.0,North-East,flat,sector 3,1415.0,,,1,0,0,0,0,old property,75,2,51
M3M Skywalk,1.55,13790,2,2,3+,18.0,South,flat,sector 74,1406.0,,1124.0,0,0,0,0,1,relatively new,118,1,34
Puri Emerald Bay,2.6,15160,3,4,3+,5.0,,flat,sector 104,2450.0,,1715.0,0,1,1,0,0,relatively new,65,1,59
SS The Leaf,1.05,6163,2,2,3+,7.0,West,flat,sector 85,1671.0,,,0,0,0,0,0,relatively new,118,1,42
SS The Leaf,1.77,7350,3,4,3+,7.0,South-West,flat,sector 85,2408.0,,,0,0,0,0,0,New Property,102,1,42
M3M Skywalk,2.2,10901,3,3,3,12.0,,flat,sector 74,2018.0,,,0,1,0,0,0,New Property,11,2,34
Ansal API Celebrity Suites,0.6,8163,1,1,1,5.0,North-East,flat,sector 2,735.0,,,1,0,0,0,0,old property,72,1,61
Sbr minda sec-1 imt manesar,0.64,4193,3,2,3+,6.0,East,flat,manesar,,,1526.0,1,0,0,0,0,,44,1,12
Prasha Apartments,0.75,3309,3,3,3+,3.0,West,flat,manesar,2115.0,,,0,0,1,0,0,old property,20,1,14
Experion Windchants,4.25,11294,3,5,2,15.0,South,flat,sector 112,3763.0,,2800.0,0,0,1,1,0,relatively new,71,1,40
Experion Windchants,5.31,11204,4,6,3+,15.0,South,flat,sector 112,4739.0,,3400.0,0,0,1,1,0,relatively new,71,1,40
Emaar Gurgaon Greens,1.4,8484,3,3,3,10.0,East,flat,sector 102,1650.0,,1022.0,0,0,1,0,0,relatively new,49,1,42
Experion Windchants,2.8,11470,2,3,2,9.0,South-East,flat,sector 112,2441.0,,1800.0,0,1,1,0,0,relatively new,117,1,40
Indiabulls Enigma,4.1,10567,5,5,2,10.0,East,flat,sector 110,3880.0,,3000.0,0,0,1,0,0,relatively new,126,1,51
Indiabulls Enigma,3.4,10000,4,5,3,10.0,South-West,flat,sector 110,3400.0,,2800.0,0,0,1,0,0,relatively new,118,1,51
Vatika Independent Floors,1.16,6987,3,3,3+,1.0,South-East,flat,sector 82,,,1660.0,0,0,1,1,0,relatively new,130,2,27
Adani M2K Oyster Grande,1.8,9528,3,4,3,17.0,South-East,flat,sector 102,1889.0,,,0,0,1,0,0,relatively new,28,1,42
Shapoorji Pallonji Joyville Gurugram,1.75,15514,3,3,3+,1.0,East,flat,sector 102,1852.0,,1128.0,1,0,0,0,0,relatively new,26,1,34
Shapoorji Pallonji Joyville Gurugram,1.2,14563,2,2,3,0.0,North-East,flat,sector 102,1359.0,,824.0,1,0,0,0,0,relatively new,28,1,34
SS The Coralwood,1.1,4857,3,3,2,9.0,North,flat,sector 84,1750.0,,,1,0,0,0,0,relatively new,65,1,49
M3M Woodshire,1.35,5717,3,4,3+,8.0,South,flat,sector 107,2361.0,,,0,0,1,0,0,relatively new,68,1,16
Puri Emerald Bay,2.45,10000,3,4,3+,14.0,South,flat,sector 104,2450.0,,1840.0,0,0,1,0,0,relatively new,52,2,59
M3M Woodshire,0.9,5867,2,2,3,8.0,South,flat,sector 107,1534.0,,1056.0,0,1,0,0,0,relatively new,68,2,16
Emaar MGF Emerald Floors Premier,2.8,14177,4,4,3,2.0,South,flat,sector 65,,,1975.0,0,1,1,0,0,relatively new,82,2,16
Bestech Park View Residency,1.36,7646,3,3,3+,5.0,South-West,flat,sector 3,1780.0,,,1,0,0,0,0,old property,81,1,51
Bestech Park View Residency,0.98,6961,2,2,3,0.0,East,flat,sector 3,1415.0,,,1,0,0,0,0,old property,77,1,51
Bestech Park View Residency,0.56,8632,1,1,2,6.0,South,flat,sector 3,,,651.0,1,0,0,0,0,old property,80,1,51
Deepak Minda,1.2,4528,3,3,3+,6.0,North-West,flat,manesar,,,2650.0,0,0,1,0,0,old property,9,1,14
DLF Regal Gardens,1.78,8036,4,4,3+,8.0,South,flat,sector 90,2215.0,,1650.0,1,0,0,0,0,relatively new,101,1,24
SS The Leaf,1.12,6453,2,2,3,10.0,East,flat,sector 85,1741.0,,1335.0,0,0,0,0,1,relatively new,28,1,42
SS The Leaf,2.0,6578,4,5,3+,1.0,South-East,flat,sector 85,2812.0,,,0,0,1,0,0,relatively new,92,1,42
SS The Leaf,1.04,5973,2,3,3+,4.0,West,flat,sector 85,1741.0,,,0,0,0,0,0,relatively new,95,1,42
Antriksh Heights,0.88,4370,3,3,3,8.0,North,flat,sector 84,2025.0,,,0,0,0,1,0,relatively new,65,1,17
Antriksh Heights,0.49,4355,2,2,2,16.0,East,flat,sector 84,1125.0,,,1,0,0,0,0,relatively new,64,1,17
Bestech Park View Grand Spa,2.35,8834,3,4,3+,10.0,North-West,flat,sector 81,2660.0,,2354.0,0,0,1,0,0,relatively new,97,1,42
Bestech Park View Ananda,1.4,7734,3,3,3+,6.0,North-West,flat,sector 81,1810.0,,1180.0,1,0,0,0,0,relatively new,86,1,52
Mapsko Royale Ville,0.97,5418,3,4,2,16.0,North-West,flat,sector 82,1790.0,,,0,0,1,0,0,relatively new,80,1,33
The Close North,2.35,11358,3,3,3,8.0,North-West,flat,sector 50,2069.0,,1800.0,1,0,0,0,0,old property,28,2,42
Swarn Jayanti CGHS,1.75,7608,4,3,3+,3.0,North-West,flat,sector 54,2300.0,,1800.0,0,0,0,0,1,,16,2,50
AIPL The Peaceful Homes,2.8,11914,3,4,3,22.0,North-East,flat,sector 70a,2350.0,,1322.0,0,0,1,0,0,relatively new,28,1,42
Signature Global Solera,0.27,5521,2,2,2,0.0,North-East,flat,sector 107,,,489.0,1,0,0,0,0,relatively new,36,1,33
Signature Global Solera,0.28,5674,2,2,2,6.0,West,flat,sector 107,,,489.0,1,0,0,0,0,relatively new,36,1,33
Parsvnath Exotica,4.8,16580,3,4,3+,8.0,North-East,flat,sector 53,2895.0,,2200.0,0,0,1,1,1,relatively new,141,2,43
Vatika Gurgaon 21,1.25,7812,4,4,3,12.0,South-West,flat,sector 83,2390.0,,1600.0,0,0,1,0,0,old property,86,1,42
Krrish Provence Estate,5.25,9051,4,5,3+,2.0,North-East,flat,gwal pahari,5800.0,,,0,1,1,1,0,New Property,28,1,24
Godrej Aria,1.3,9622,2,4,2,3.0,East,flat,sector 79,1351.0,,,1,0,0,0,0,relatively new,55,1,49
Sare Green ParC Phase 3,0.75,7142,3,2,2,3.0,East,flat,sector 92,1326.0,,1050.0,1,0,0,0,0,New Property,95,1,26
DLF New Town Heights 1,1.65,5683,4,4,3+,7.0,South,flat,sector 90,2727.0,,,1,0,0,0,0,old property,90,1,25
DLF New Town Heights 1,1.25,6476,3,3,3+,17.0,South-East,flat,sector 90,1930.0,,1500.0,0,0,1,1,0,relatively new,54,1,25
DLF New Town Heights 1,1.42,4864,4,4,3+,8.0,East,flat,sector 90,2364.0,,,0,0,1,0,0,old property,41,1,25
DLF Regal Gardens,1.27,5499,3,3,3+,2.0,South-West,flat,sector 90,1755.0,,1400.0,0,0,0,0,1,relatively new,60,1,24
DLF Regal Gardens,1.65,7449,4,4,3+,8.0,East,flat,sector 90,2215.0,,1700.0,0,0,0,0,1,relatively new,65,1,24
The Close North,2.7,9980,3,3,3+,3.0,South,flat,sector 50,2605.0,,,0,0,1,0,0,old property,102,1,42
Emaar MGF Emerald Floors Premier,2.29,13878,3,4,3+,2.0,West,flat,sector 65,,,1650.0,0,1,1,0,0,relatively new,144,0,16
M3M Merlin,2.98,14557,3,3,3,0.0,North,flat,sector 67,2047.0,,,0,0,0,0,1,relatively new,28,2,42
Emaar Palm Gardens,1.35,12325,3,3,3,7.0,South-West,flat,sector 83,1720.0,,1095.0,0,0,1,0,0,relatively new,33,1,41
Shri Banke Bihari Society,1.37,9133,3,3,3+,2.0,North-East,flat,sector 56,1500.0,,1400.0,0,0,0,0,1,,141,1,50
Kiran Residency,1.55,7750,3,3,3+,5.0,North,flat,sector 56,2000.0,,1700.0,0,0,1,1,1,,132,1,50
Ambience Lagoon,4.25,13281,3,4,3+,3.0,North-East,flat,sector 24,3200.0,,3156.0,0,0,1,1,0,,115,2,37
Shapoorji Pallonji Joyville Gurugram,1.95,17285,3,3,3,12.0,North-East,flat,sector 102,1852.0,,1128.0,0,0,0,0,0,New Property,65,1,34
Bestech Park View Grand Spa,2.35,8834,3,4,3+,6.0,North-East,flat,sector 81,2660.0,,2356.0,0,0,1,0,0,relatively new,95,2,42
DLF New Town Heights 1,1.54,6514,4,4,3+,12.0,South-West,flat,sector 90,2364.0,,1850.0,0,0,1,1,0,old property,99,2,25
DLF New Town Heights 2,1.27,6580,3,4,3,19.0,South-West,flat,sector 86,1930.0,,1450.0,0,0,1,1,0,relatively new,101,1,31
DLF Regal Gardens,1.17,6708,3,3,3,15.0,North,flat,sector 90,1744.0,,1290.0,1,0,0,0,0,relatively new,116,2,24
Conscient Heritage Max,2.22,13875,3,4,3+,15.0,East,flat,sector 102,2149.0,,1600.0,0,1,1,0,0,relatively new,70,1,50
DLF Regency Park 1,1.24,12400,2,2,3+,19.0,South,flat,sector 28,1150.0,,1000.0,0,0,0,1,0,old property,131,2,33
Godrej 101,1.12,7146,2,2,3,6.0,North-East,flat,sector 79,1572.0,,1200.0,0,1,0,0,0,relatively new,28,1,16
Adani M2K Oyster Grande,1.9,14074,3,4,3,21.0,,flat,sector 102,1889.0,,1350.0,0,0,1,0,0,relatively new,60,1,42
DLF Regency Park 1,1.35,11739,2,2,2,14.0,East,flat,sector 28,1150.0,,1050.0,0,0,0,0,0,,62,1,33
Alpha Corp GurgaonOne 84,2.24,6523,4,4,3,12.0,West,flat,sector 84,3434.0,,2900.0,0,0,1,0,0,relatively new,14,1,41
Godrej Icon,1.31,8100,2,2,3+,3.0,North-West,flat,sector 88a,1617.0,,,0,1,0,0,0,relatively new,85,1,36
Emaar MGF Emerald Estate,1.7,21013,3,3,3,7.0,South-East,flat,sector 65,1395.0,,809.0,0,1,0,0,0,relatively new,98,2,44
Vatika Gurgaon 21,1.19,7437,3,3,2,10.0,South,flat,sector 83,,,1600.0,0,0,1,0,0,relatively new,21,2,42
Green Campus CHS,0.92,4022,3,3,3+,8.0,East,flat,manesar,2287.0,,1600.0,0,0,1,0,0,old property,1,1,14
Green Campus CHS,0.9,3935,3,3,3+,6.0,North-East,flat,manesar,2287.0,,,0,0,1,0,0,old property,4,1,14
Puri Emerald Bay,2.3,9387,3,4,3+,10.0,North-East,flat,sector 104,2450.0,,,0,0,1,0,0,old property,86,1,59
Puri Emerald Bay,1.58,9117,2,3,3,11.0,North-East,flat,sector 104,1700.0,,,0,0,1,0,0,relatively new,86,1,59
Indiabulls Enigma,4.25,10953,5,5,3+,4.0,East,flat,sector 110,3880.0,,,0,0,1,0,0,relatively new,89,1,51
Ireo Victory Valley,4.55,14536,4,4,3+,19.0,South,flat,sector 67,3130.0,,,0,0,1,0,0,relatively new,130,2,42
Bestech Park View Spa Next,2.85,12127,4,4,3+,5.0,South,flat,sector 67,2350.0,,,0,0,1,1,0,old property,128,2,42
DLF The Ultima,2.3,10994,3,4,3+,6.0,East,flat,sector 81,2092.0,,,0,0,1,0,0,New Property,139,0,42
Tulip Ivory,2.0,8333,4,5,3+,7.0,North-East,flat,sector 70,2400.0,,1950.0,0,0,1,0,0,old property,144,2,42
Ireo Skyon,3.75,13392,4,4,3,12.0,North,flat,sector 60,2800.0,,2350.0,0,0,1,0,0,relatively new,28,2,43
Ambience Creacions,6.16,20533,4,5,3+,10.0,South-East,flat,sector 22,,,3000.0,0,0,1,1,0,New Property,28,2,49
M3M Golfestate,5.3,24211,3,3,3,38.0,North-East,flat,sector 65,2850.0,,2189.0,0,0,1,0,0,old property,28,2,51
City Heights,1.75,8750,3,4,3,3.0,,flat,sector 39,,,2000.0,0,0,1,0,0,,24,0,46
KW Royal Court,2.0,6250,5,4,3,9.0,East,flat,sector 39,,,3200.0,0,0,1,0,0,,28,0,38
GLS Avenue 51,0.21,6953,1,1,1,0.0,South-East,flat,sector 92,,,302.0,1,0,0,0,0,relatively new,63,1,9
Kamroon Court,2.75,13750,3,4,3+,5.0,North-East,flat,sector 43,,,2000.0,0,0,1,0,1,old property,28,2,42
Tata Primanti,4.1,13725,3,3,3,8.0,,flat,sector 72,2550.0,,,0,0,1,0,0,old property,48,1,36
CHD Avenue 71,1.12,6215,3,4,3,0.0,South-East,flat,sector 71,1802.0,,,0,0,1,0,0,old property,60,1,30
Krrish Provence Estate,7.5,7500,5,6,3+,23.0,North-East,flat,gwal pahari,10000.0,,,0,0,1,1,1,relatively new,28,1,24
DLF The Crest,11.0,35483,4,5,3+,7.0,North-East,flat,sector 54,,,3100.0,0,1,1,1,0,relatively new,28,1,51
DLF Regal Gardens,1.26,7403,3,3,3,6.0,North-East,flat,sector 90,1702.0,,1500.0,0,0,0,0,1,relatively new,19,2,24
DLF Regal Gardens,1.8,7223,4,4,3+,7.0,South-West,flat,sector 90,2215.0,,,1,0,0,0,0,old property,43,1,24
Emaar Palm Gardens,1.48,7789,3,3,3,7.0,East,flat,sector 83,1900.0,,1240.0,0,0,1,0,0,relatively new,58,1,41
Experion The Heartsong,0.98,13343,2,3,3,4.0,East,flat,sector 108,1283.0,,734.0,0,1,0,0,0,relatively new,99,1,42
Orris Aster Court Premier,1.5,5859,4,5,3+,6.0,West,flat,sector 85,2560.0,,1800.0,0,0,1,0,0,New Property,18,2,44
Orris Aster Court Premier,1.49,5820,4,5,3+,10.0,East,flat,sector 85,2560.0,,1890.0,0,0,1,0,0,relatively new,69,2,44
