property_name,society,price,price_per_sq.ft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,area,type,sector
2 BHK Flat in New Palam Vihar,Ompee K S Residency,1.6,26936,Carpet area: 66 (55.18 sq.m.),2,2,2,Not available,"New Palam Vihar, Gurgaon, Haryana",1.0,,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Ram Mandir', 'Kalyan Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', 'DGD Bamnoli', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Axis bank', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Palam vihar railway station']","We are the proud owners of this 2 bhk apartment available in ompee k s residency, new palam vihar, gurgaon. This unfurnished apartment it is a and the unit is located on 1st floor and has a carpet area of 66 sq.Yards. It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",594.000594000594,flat,sector 110
4 BHK Flat in Sector 43 Gurgaon,Bhawna CGHS,3.25,10156,Super Built up area 3200(297.29 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,3+,Pooja Room,"Sector 43 Gurgaon, Gurgaon, Haryana",12.0,,5 to 10 Year Old,"['Sector 42-43 metro station', 'Sector 53-54 metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Arihant Hospital', 'Gupta', 'Marwah Clinic', 'The Dental Lounge', 'Sitaram Bhartia', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Max Hospital', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Hdfc bank & atm', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Clock tower', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'PWO house', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Drunken Monkey', 'Stones2milestones', 'Ncr library', 'Bahrisons library']","4 bhk + pooja room- Huge spacious rooms and hall, open kitchen, panaromic balcony with a magnificent view of the golf course road.Walking distance from one horizon center, two horizon center, baani square, galleria, vyapar kendra, ecoforest trailIn the vicinity, walking distance from the best schools in gurgaon- Heritage xperiential school, ambience public school, excelsior american schoolLocation wise you cannot find a better deal in all of gurgaon!It is a huge property, centrally located.","['7 Fan', '11 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",3200.0787711697517,flat,sector 43
3 BHK Flat in Sector 92 Gurgaon,Sare Green Parc,0.85,6538,Built Up area: 1300 (120.77 sq.m.),3,2,2,Not available,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",20.0,,undefined,"['Huda city centre metro station', 'Iffco chowk metro station', 'Axis bank ATM', 'Punjab national bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Citi bank ATM', 'Icici ATM', 'Citi bank ATM', 'Icici bank ATM', 'Centre For Sight Gurgaon Sector 29', 'Sangwan Hospital Gurgaon', 'Shivam Hospital Gurgaon', 'Umkal Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Community Center Sukhrali', 'Gardian Pharmacy', 'City Medical', 'Pizza Hut', ""Hops 'N' Brew"", 'Spaghetti Kitchen & Bar', ""Domino's Pizza"", ""McDonald's"", 'Tocpao', 'Zura', 'Beer & Whisky Bar', 'The Oriental Bloom Chinese and Thai', 'Gola Sizzles', 'Ardor 29', 'ADDA', 'Gung the palace Korean restaurant', 'Walking Street', 'MoB Ministory of Beer', 'Park Baluchi', 'Bikanervala', 'Dhabba', 'Black Mambaa', 'Gravity Space Bar', 'KFC', 'Swagath', 'distillery', 'Roots', 'Cafe Coffee Day', '32nd Milestone', 'Pizza Hut', 'Management Development Institute', 'Salvan Public School']",Best in class property available at sector 92 location in gurgaon,,,"['Environment5 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1300.0917711838483,flat,sector 92
3 BHK Flat in Sector 109 Gurgaon,Chintels Paradiso,1.8,8866,Super Built up area 2030(188.59 sq.m.)Carpet area: 1785 sq.ft. (165.83 sq.m.),3,3,2,Servant Room,"Sector 109 Gurgaon, Gurgaon, Haryana",0.0,East,5 to 10 Year Old,"['Gyaananda School', 'The NorthCap University', 'Park Hospital', 'IGI Airport', 'Gurgaon Station', 'WTC Plaza', 'Altrade Business Centre', 'Radisson Blu Hotel']","Greenery both sides of balconies 
One side children play area 
Other side trapezium shape green area
One can easily njoy refreshing air
East facing to have good sunshine on front side
Free parking and basketball facing the house
Excellent for sr citizen with grand children",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity5 out of 5']",2030.2278366794496,flat,sector 109
2 BHK Flat in Sohna,Ashiana Mulberry,0.74,6200,Carpet area: 1210 (112.41 sq.m.),2,2,3+,Not available,"Sohna, Gurgaon, Haryana",12.0,North-West,0 to 1 Year Old,"['Discount Department Store', 'Badshahpur Sohna Rd Hwy, Sohna Rural', 'GD Goenka University, Gurugram', 'Sohna Public School Pathane Ware', 'Vardaan Hospital & Trauma Centre', 'Indira Gandhi Intl Airport']",Available with fully furnished kitchen and master bedroom wooden flooring,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",1193.5483870967741,flat,sohna
4 BHK Flat in Sector 82 Gurgaon,Mapsko Casa Bella,1.3,6378,Super Built up area 1960(182.09 sq.m.),4,4,3+,Servant Room,"Sector 82 Gurgaon, Gurgaon, Haryana",1.0,North,1 to 5 Year Old,"['Vatika City Centre Mall', 'Pataudi Road', 'Broadways International School', 'DPG Institute of Technology', 'Aarvy Healthcare', 'Indira Gandhi International Airport', 'Sultanpur National Park', 'Imt Manesar', 'Holiday Inn Gurugram', 'SkyJumper Trampoline Park', 'HUDA Mini Golf Course']","Spacious, completely filled society, on main road, opposite to shopping mall",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Green Area4.5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",2038.2565067419255,flat,sector 82
2 BHK Flat in Ashok Vihar Phase 3 Extension,Pooja Apartment,0.25,3571,Carpet area: 700 (65.03 sq.m.),2,2,2,Not available,"Flat No 201, Ashok Vihar Phase 3 Extension, Gurgaon, Haryana",2.0,East,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Chintapurni Mandir', 'Sheetla Mata Mandir', 'Ram Mandir', 'State bank ATM', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Chirag Hospital Pvt. Ltd', 'Kalyan Hospital Gurgaon', 'R K Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Dr. Sindhu Clinic', 'Bhardwaj Hospital', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'GH Gurgaon', 'Jeevan Jyoti Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Gurgaon Eye Centre', 'Children Hospital', 'Dr. Tomar Clinic', 'Dr. Agya Ram Sharma Clinic', 'Sheetla Clinic', 'Prateek Nursing Home And Polyclinic', 'Nidhi Clinic', 'Dr. Babita Sharma', 'Kishor Clinic', 'Sparsh Hospital Gurgaon', 'Kr Dental Hub', 'Bhatnagar Maternity and Nursing Home', 'Axis bank', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Big Cinemas', ""McDonald's"", 'Pizza Hut', 'Moti Mahal', 'Pind Baluchi', 'Cafe Coffee Day', 'Lieutenant Atul Kataria School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",2nd floor with car parking at ground level. Instalments available.,"['2 Fan', '2 Geyser', '6 Light', '1 Chimney', '2 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",700.0840100812097,flat,sector 5
3 BHK Flat in Sohna,Signature Global Park,0.95,7846,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),3,2,3+,Not available,"Sohna, Gurgaon, Haryana",1.0,,1 to 5 Year Old,"['Sector 55-56 metro', 'Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Maharana pratap school', 'Vardaan hospital and trauma centre', 'Indira Gandhi International Airport', 'Garhi harsaru railway station Gurgaon']","Low rise building, all amenities are available in this society like club, grocery shops ,many parks for multi purposes etc",[],"['Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",1210.8080550599032,flat,sohna
4 BHK Flat in Sector 90 Gurgaon,DLF New Town Heights 1,1.99,7297,Carpet area: 2727 (253.35 sq.m.),4,4,3+,"Pooja Room,Servant Room","Sector 90 Gurgaon, Gurgaon, Haryana",9.0,East,1 to 5 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']","4 bhk flat is located in dlf new town heights 1, which houses some of the most spacious flats in sector 90 gurgaon, with 2 covered car parking. Good interiors and view of greenery. Constructed on a area of 2727 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies + servant room with attached bathroom. The residential building has 29 floors in total and the flat for sale is located on the 9th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. Many of the modern amenities being offered, like swimming pool, club, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s), will provide a pleasant living experience for you.","['8 Fan', '1 Exhaust Fan', '6 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",2727.1481430724957,flat,sector 90
2 BHK Flat in Sector 106 Gurgaon,Paras Dews,1.05,7581,Carpet area: 1385 (128.67 sq.m.),2,2,2,Not available,"Sector 106 Gurgaon, Gurgaon, Haryana",5.0,West,0 to 1 Year Old,"['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']","It's on main dwarka expressway. Very close to delhi border. Daily need shops operational within the society . Mall, school and medical facilities within 5-10 mins walking distance.","['3 Fan', '2 Geyser', '7 Light', '3 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",,1385.0415512465374,flat,sector 106
3 BHK Flat in Sector 85 Gurgaon,Godrej Air,1.83,10005,Carpet area: 1829 (169.92 sq.m.),3,3,3+,Not available,"Sector 85 Gurgaon, Gurgaon, Haryana",18.0,,Mar 2024,"['Sapphire 83 Mall', 'Sector 86 Road', 'Dwarka Expy', 'Euro International School', 'Sushant University', 'Shri Balaji’s Multispeciality Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","Godrej air is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 85 gurgaon is your opportunity to be a part of this community. The flat is over 1829 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat lies on the 18th level of a 32 storey building. As the property is currently under construction , you can expect to get the possession by march 2024.","['1 Exhaust Fan', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1829.0854572713642,flat,sector 85
3 BHK Flat in Sector 82A Gurgaon,DLF The Primus,2.25,10714,Carpet area: 2100 (195.1 sq.m.),3,3,3+,Servant Room,"Sector 82A Gurgaon, Gurgaon, Haryana",29.0,East,1 to 5 Year Old,"['Sapphire 83', 'NH 48', 'Cambridge Montessori', 'Miracles Apollo Hospital', 'IGI Airport', 'Garhi Harsaru Junction', 'Hyatt Regency']","Located in the popular residential address of sector-82a gurgaon, gurgaon, dlf the primus is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the east direction. Containing 3 bathrooms and 4 balconies, this apartment is spread over an carpet area of 2100 sq.Ft.. The property is located on the 29th floor of a 32 floor tall building. This 1-5 year(s) old property is available for immediate possession as the project is ready to move. Moreover, this property offers close proximity to important landmarks such as close to school, close to hospital, close to market, close to railway station. Dlf the primus is designed very well to provide modern facilities such as swimming pool, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking. The residents of this project enjoy a 24*7 access to clean water.","['1 Water Purifier', '7 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '10 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '3 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4.5 out of 5', 'Construction4.5 out of 5', 'Connectivity4 out of 5']",2100.056001493373,flat,sector 82a
2 BHK Flat in DLF Phase 4,DLF Regency Park 1,1.6,14545,Carpet area: 1100 (102.19 sq.m.),2,2,2,Not available,"DLF Phase 4, Gurgaon, Haryana",3.0,North,1 to 5 Year Old,"['Sector 42-43 metro station', 'Dlf phase 1 metro station', 'Huda city centre metro station', 'New Life Church', 'Hanuman Mandir', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Hdfc ATM', 'Hdfc bank ATM', 'Marwah Clinic', 'Paras Hospital Gurgaon', 'Sitaram Bhartia', 'Gupta', 'Max Hospital', 'The Dental Lounge', 'Dr. Kutbuddin Akbary', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Axis bank', 'Icici bank', 'Hdfc bank', 'The Chicken Boat', 'Balaji Vegetarian Paradise', 'Nowhere Brewpub and cafe', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Fat', 'Dighent cafe', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'Naveidyam', 'Sagar Ratna', 'Shophouse by Kylin', 'PWO house', 'Cafe Tonini', ""Carl's Jr."", 'Starbucks', 'Stones2milestones', 'Ncr library', 'Bahrisons library']","Spacious room, well maintained facilities","['1 Bed', '1 Wardrobe', '1 Fan', '1 Light', '1 AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'Maintenance Staff', 'No open drainage around', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Green Area5 out of 5', 'Amenities4 out of 5', 'Management5 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",1100.0343760742524,flat,sector 28
